kode,nama,up3,uid,jumlah_petugas_bilman,jumlah_pelanggan_bilman,jumlah_rekening_amr
ULP-SBJ,ULP Samboja,UP3 Balikpapan,UID Kalimantan Timur & Kalimantan Utara,10,5743,71
